"Row","Group","Emoji","Name","Code Point","Windows Input","HTML Entity","macOS Input"
"3542","Travel & Places","⛩️","E0.7 shinto shrine","U+26E9 U+FE0F","Type 26E9FE0F, then Alt+X","&#x26E9; &#xFE0F;","⌃⌘Space → type name and select"
"3543","Travel & Places","⛩","E0.7 shinto shrine","U+26E9","Type 26E9, then Alt+X","&#x26E9;","⌃⌘Space → type name and select"
"3544","Travel & Places","🕋","E1.0 kaaba","U+1F54B","Type 1F54B, then Alt+X","&#x1F54B;","⌃⌘Space → type name and select"
"3545","Travel & Places","⛲","E0.6 fountain","U+26F2","Type 26F2, then Alt+X","&#x26F2;","⌃⌘Space → type name and select"
"3546","Travel & Places","⛺","E0.6 tent","U+26FA","Type 26FA, then Alt+X","&#x26FA;","⌃⌘Space → type name and select"
"3547","Travel & Places","🌁","E0.6 foggy","U+1F301","Type 1F301, then Alt+X","&#x1F301;","⌃⌘Space → type name and select"
"3548","Travel & Places","🌃","E0.6 night with stars","U+1F303","Type 1F303, then Alt+X","&#x1F303;","⌃⌘Space → type name and select"
"3549","Travel & Places","🏙️","E0.7 cityscape","U+1F3D9 U+FE0F","Type 1F3D9FE0F, then Alt+X","&#x1F3D9; &#xFE0F;","⌃⌘Space → type name and select"
"3550","Travel & Places","🏙","E0.7 cityscape","U+1F3D9","Type 1F3D9, then Alt+X","&#x1F3D9;","⌃⌘Space → type name and select"
"3551","Travel & Places","🌄","E0.6 sunrise over mountains","U+1F304","Type 1F304, then Alt+X","&#x1F304;","⌃⌘Space → type name and select"
"3552","Travel & Places","🌅","E0.6 sunrise","U+1F305","Type 1F305, then Alt+X","&#x1F305;","⌃⌘Space → type name and select"
"3553","Travel & Places","🌆","E0.6 cityscape at dusk","U+1F306","Type 1F306, then Alt+X","&#x1F306;","⌃⌘Space → type name and select"
"3554","Travel & Places","🌇","E0.6 sunset","U+1F307","Type 1F307, then Alt+X","&#x1F307;","⌃⌘Space → type name and select"
"3555","Travel & Places","🌉","E0.6 bridge at night","U+1F309","Type 1F309, then Alt+X","&#x1F309;","⌃⌘Space → type name and select"
"3556","Travel & Places","♨️","E0.6 hot springs","U+2668 U+FE0F","Type 2668FE0F, then Alt+X","&#x2668; &#xFE0F;","⌃⌘Space → type name and select"
"3557","Travel & Places","♨","E0.6 hot springs","U+2668","Type 2668, then Alt+X","&#x2668;","⌃⌘Space → type name and select"
"3558","Travel & Places","🎠","E0.6 carousel horse","U+1F3A0","Type 1F3A0, then Alt+X","&#x1F3A0;","⌃⌘Space → type name and select"
"3559","Travel & Places","🛝","E14.0 playground slide","U+1F6DD","Type 1F6DD, then Alt+X","&#x1F6DD;","⌃⌘Space → type name and select"
"3560","Travel & Places","🎡","E0.6 ferris wheel","U+1F3A1","Type 1F3A1, then Alt+X","&#x1F3A1;","⌃⌘Space → type name and select"
"3561","Travel & Places","🎢","E0.6 roller coaster","U+1F3A2","Type 1F3A2, then Alt+X","&#x1F3A2;","⌃⌘Space → type name and select"
"3562","Travel & Places","💈","E0.6 barber pole","U+1F488","Type 1F488, then Alt+X","&#x1F488;","⌃⌘Space → type name and select"
"3563","Travel & Places","🎪","E0.6 circus tent","U+1F3AA","Type 1F3AA, then Alt+X","&#x1F3AA;","⌃⌘Space → type name and select"
"3564","Travel & Places","🚂","E1.0 locomotive","U+1F682","Type 1F682, then Alt+X","&#x1F682;","⌃⌘Space → type name and select"
"3565","Travel & Places","🚃","E0.6 railway car","U+1F683","Type 1F683, then Alt+X","&#x1F683;","⌃⌘Space → type name and select"
"3566","Travel & Places","🚄","E0.6 high-speed train","U+1F684","Type 1F684, then Alt+X","&#x1F684;","⌃⌘Space → type name and select"
"3567","Travel & Places","🚅","E0.6 bullet train","U+1F685","Type 1F685, then Alt+X","&#x1F685;","⌃⌘Space → type name and select"
"3568","Travel & Places","🚆","E1.0 train","U+1F686","Type 1F686, then Alt+X","&#x1F686;","⌃⌘Space → type name and select"
"3569","Travel & Places","🚇","E0.6 metro","U+1F687","Type 1F687, then Alt+X","&#x1F687;","⌃⌘Space → type name and select"
"3570","Travel & Places","🚈","E1.0 light rail","U+1F688","Type 1F688, then Alt+X","&#x1F688;","⌃⌘Space → type name and select"
"3571","Travel & Places","🚉","E0.6 station","U+1F689","Type 1F689, then Alt+X","&#x1F689;","⌃⌘Space → type name and select"
"3572","Travel & Places","🚊","E1.0 tram","U+1F68A","Type 1F68A, then Alt+X","&#x1F68A;","⌃⌘Space → type name and select"
"3573","Travel & Places","🚝","E1.0 monorail","U+1F69D","Type 1F69D, then Alt+X","&#x1F69D;","⌃⌘Space → type name and select"
"3574","Travel & Places","🚞","E1.0 mountain railway","U+1F69E","Type 1F69E, then Alt+X","&#x1F69E;","⌃⌘Space → type name and select"
"3575","Travel & Places","🚋","E1.0 tram car","U+1F68B","Type 1F68B, then Alt+X","&#x1F68B;","⌃⌘Space → type name and select"
"3576","Travel & Places","🚌","E0.6 bus","U+1F68C","Type 1F68C, then Alt+X","&#x1F68C;","⌃⌘Space → type name and select"
"3577","Travel & Places","🚍","E0.7 oncoming bus","U+1F68D","Type 1F68D, then Alt+X","&#x1F68D;","⌃⌘Space → type name and select"
"3578","Travel & Places","🚎","E1.0 trolleybus","U+1F68E","Type 1F68E, then Alt+X","&#x1F68E;","⌃⌘Space → type name and select"
"3579","Travel & Places","🚐","E1.0 minibus","U+1F690","Type 1F690, then Alt+X","&#x1F690;","⌃⌘Space → type name and select"
"3580","Travel & Places","🚑","E0.6 ambulance","U+1F691","Type 1F691, then Alt+X","&#x1F691;","⌃⌘Space → type name and select"
"3581","Travel & Places","🚒","E0.6 fire engine","U+1F692","Type 1F692, then Alt+X","&#x1F692;","⌃⌘Space → type name and select"
"3582","Travel & Places","🚓","E0.6 police car","U+1F693","Type 1F693, then Alt+X","&#x1F693;","⌃⌘Space → type name and select"
"3583","Travel & Places","🚔","E0.7 oncoming police car","U+1F694","Type 1F694, then Alt+X","&#x1F694;","⌃⌘Space → type name and select"
"3584","Travel & Places","🚕","E0.6 taxi","U+1F695","Type 1F695, then Alt+X","&#x1F695;","⌃⌘Space → type name and select"
"3585","Travel & Places","🚖","E1.0 oncoming taxi","U+1F696","Type 1F696, then Alt+X","&#x1F696;","⌃⌘Space → type name and select"
"3586","Travel & Places","🚗","E0.6 automobile","U+1F697","Type 1F697, then Alt+X","&#x1F697;","⌃⌘Space → type name and select"
"3587","Travel & Places","🚘","E0.7 oncoming automobile","U+1F698","Type 1F698, then Alt+X","&#x1F698;","⌃⌘Space → type name and select"
"3588","Travel & Places","🚙","E0.6 sport utility vehicle","U+1F699","Type 1F699, then Alt+X","&#x1F699;","⌃⌘Space → type name and select"
"3589","Travel & Places","🛻","E13.0 pickup truck","U+1F6FB","Type 1F6FB, then Alt+X","&#x1F6FB;","⌃⌘Space → type name and select"
"3590","Travel & Places","🚚","E0.6 delivery truck","U+1F69A","Type 1F69A, then Alt+X","&#x1F69A;","⌃⌘Space → type name and select"
"3591","Travel & Places","🚛","E1.0 articulated lorry","U+1F69B","Type 1F69B, then Alt+X","&#x1F69B;","⌃⌘Space → type name and select"
"3592","Travel & Places","🚜","E1.0 tractor","U+1F69C","Type 1F69C, then Alt+X","&#x1F69C;","⌃⌘Space → type name and select"
"3593","Travel & Places","🏎️","E0.7 racing car","U+1F3CE U+FE0F","Type 1F3CEFE0F, then Alt+X","&#x1F3CE; &#xFE0F;","⌃⌘Space → type name and select"
"3594","Travel & Places","🏎","E0.7 racing car","U+1F3CE","Type 1F3CE, then Alt+X","&#x1F3CE;","⌃⌘Space → type name and select"
"3595","Travel & Places","🏍️","E0.7 motorcycle","U+1F3CD U+FE0F","Type 1F3CDFE0F, then Alt+X","&#x1F3CD; &#xFE0F;","⌃⌘Space → type name and select"
"3596","Travel & Places","🏍","E0.7 motorcycle","U+1F3CD","Type 1F3CD, then Alt+X","&#x1F3CD;","⌃⌘Space → type name and select"
"3597","Travel & Places","🛵","E3.0 motor scooter","U+1F6F5","Type 1F6F5, then Alt+X","&#x1F6F5;","⌃⌘Space → type name and select"
"3598","Travel & Places","🦽","E12.0 manual wheelchair","U+1F9BD","Type 1F9BD, then Alt+X","&#x1F9BD;","⌃⌘Space → type name and select"
"3599","Travel & Places","🦼","E12.0 motorized wheelchair","U+1F9BC","Type 1F9BC, then Alt+X","&#x1F9BC;","⌃⌘Space → type name and select"
"3600","Travel & Places","🛺","E12.0 auto rickshaw","U+1F6FA","Type 1F6FA, then Alt+X","&#x1F6FA;","⌃⌘Space → type name and select"
"3601","Travel & Places","🚲","E0.6 bicycle","U+1F6B2","Type 1F6B2, then Alt+X","&#x1F6B2;","⌃⌘Space → type name and select"
"3602","Travel & Places","🛴","E3.0 kick scooter","U+1F6F4","Type 1F6F4, then Alt+X","&#x1F6F4;","⌃⌘Space → type name and select"
"3603","Travel & Places","🛹","E11.0 skateboard","U+1F6F9","Type 1F6F9, then Alt+X","&#x1F6F9;","⌃⌘Space → type name and select"
"3604","Travel & Places","🛼","E13.0 roller skate","U+1F6FC","Type 1F6FC, then Alt+X","&#x1F6FC;","⌃⌘Space → type name and select"
"3605","Travel & Places","🚏","E0.6 bus stop","U+1F68F","Type 1F68F, then Alt+X","&#x1F68F;","⌃⌘Space → type name and select"
"3606","Travel & Places","🛣️","E0.7 motorway","U+1F6E3 U+FE0F","Type 1F6E3FE0F, then Alt+X","&#x1F6E3; &#xFE0F;","⌃⌘Space → type name and select"
"3607","Travel & Places","🛣","E0.7 motorway","U+1F6E3","Type 1F6E3, then Alt+X","&#x1F6E3;","⌃⌘Space → type name and select"
"3608","Travel & Places","🛤️","E0.7 railway track","U+1F6E4 U+FE0F","Type 1F6E4FE0F, then Alt+X","&#x1F6E4; &#xFE0F;","⌃⌘Space → type name and select"
"3609","Travel & Places","🛤","E0.7 railway track","U+1F6E4","Type 1F6E4, then Alt+X","&#x1F6E4;","⌃⌘Space → type name and select"
"3610","Travel & Places","🛢️","E0.7 oil drum","U+1F6E2 U+FE0F","Type 1F6E2FE0F, then Alt+X","&#x1F6E2; &#xFE0F;","⌃⌘Space → type name and select"
"3611","Travel & Places","🛢","E0.7 oil drum","U+1F6E2","Type 1F6E2, then Alt+X","&#x1F6E2;","⌃⌘Space → type name and select"
"3612","Travel & Places","⛽","E0.6 fuel pump","U+26FD","Type 26FD, then Alt+X","&#x26FD;","⌃⌘Space → type name and select"
"3613","Travel & Places","🛞","E14.0 wheel","U+1F6DE","Type 1F6DE, then Alt+X","&#x1F6DE;","⌃⌘Space → type name and select"
"3614","Travel & Places","🚨","E0.6 police car light","U+1F6A8","Type 1F6A8, then Alt+X","&#x1F6A8;","⌃⌘Space → type name and select"
"3615","Travel & Places","🚥","E0.6 horizontal traffic light","U+1F6A5","Type 1F6A5, then Alt+X","&#x1F6A5;","⌃⌘Space → type name and select"
"3616","Travel & Places","🚦","E1.0 vertical traffic light","U+1F6A6","Type 1F6A6, then Alt+X","&#x1F6A6;","⌃⌘Space → type name and select"
"3617","Travel & Places","🛑","E3.0 stop sign","U+1F6D1","Type 1F6D1, then Alt+X","&#x1F6D1;","⌃⌘Space → type name and select"
"3618","Travel & Places","🚧","E0.6 construction","U+1F6A7","Type 1F6A7, then Alt+X","&#x1F6A7;","⌃⌘Space → type name and select"
"3619","Travel & Places","⚓","E0.6 anchor","U+2693","Type 2693, then Alt+X","&#x2693;","⌃⌘Space → type name and select"
"3620","Travel & Places","🛟","E14.0 ring buoy","U+1F6DF","Type 1F6DF, then Alt+X","&#x1F6DF;","⌃⌘Space → type name and select"
"3621","Travel & Places","⛵","E0.6 sailboat","U+26F5","Type 26F5, then Alt+X","&#x26F5;","⌃⌘Space → type name and select"
"3622","Travel & Places","🛶","E3.0 canoe","U+1F6F6","Type 1F6F6, then Alt+X","&#x1F6F6;","⌃⌘Space → type name and select"
"3623","Travel & Places","🚤","E0.6 speedboat","U+1F6A4","Type 1F6A4, then Alt+X","&#x1F6A4;","⌃⌘Space → type name and select"
"3624","Travel & Places","🛳️","E0.7 passenger ship","U+1F6F3 U+FE0F","Type 1F6F3FE0F, then Alt+X","&#x1F6F3; &#xFE0F;","⌃⌘Space → type name and select"
"3625","Travel & Places","🛳","E0.7 passenger ship","U+1F6F3","Type 1F6F3, then Alt+X","&#x1F6F3;","⌃⌘Space → type name and select"
"3626","Travel & Places","⛴️","E0.7 ferry","U+26F4 U+FE0F","Type 26F4FE0F, then Alt+X","&#x26F4; &#xFE0F;","⌃⌘Space → type name and select"
"3627","Travel & Places","⛴","E0.7 ferry","U+26F4","Type 26F4, then Alt+X","&#x26F4;","⌃⌘Space → type name and select"
"3628","Travel & Places","🛥️","E0.7 motor boat","U+1F6E5 U+FE0F","Type 1F6E5FE0F, then Alt+X","&#x1F6E5; &#xFE0F;","⌃⌘Space → type name and select"
"3629","Travel & Places","🛥","E0.7 motor boat","U+1F6E5","Type 1F6E5, then Alt+X","&#x1F6E5;","⌃⌘Space → type name and select"
"3630","Travel & Places","🚢","E0.6 ship","U+1F6A2","Type 1F6A2, then Alt+X","&#x1F6A2;","⌃⌘Space → type name and select"
"3631","Travel & Places","✈️","E0.6 airplane","U+2708 U+FE0F","Type 2708FE0F, then Alt+X","&#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"3632","Travel & Places","✈","E0.6 airplane","U+2708","Type 2708, then Alt+X","&#x2708;","⌃⌘Space → type name and select"
"3633","Travel & Places","🛩️","E0.7 small airplane","U+1F6E9 U+FE0F","Type 1F6E9FE0F, then Alt+X","&#x1F6E9; &#xFE0F;","⌃⌘Space → type name and select"
"3634","Travel & Places","🛩","E0.7 small airplane","U+1F6E9","Type 1F6E9, then Alt+X","&#x1F6E9;","⌃⌘Space → type name and select"
"3635","Travel & Places","🛫","E1.0 airplane departure","U+1F6EB","Type 1F6EB, then Alt+X","&#x1F6EB;","⌃⌘Space → type name and select"
"3636","Travel & Places","🛬","E1.0 airplane arrival","U+1F6EC","Type 1F6EC, then Alt+X","&#x1F6EC;","⌃⌘Space → type name and select"
"3637","Travel & Places","🪂","E12.0 parachute","U+1FA82","Type 1FA82, then Alt+X","&#x1FA82;","⌃⌘Space → type name and select"
"3638","Travel & Places","💺","E0.6 seat","U+1F4BA","Type 1F4BA, then Alt+X","&#x1F4BA;","⌃⌘Space → type name and select"
"3639","Travel & Places","🚁","E1.0 helicopter","U+1F681","Type 1F681, then Alt+X","&#x1F681;","⌃⌘Space → type name and select"
"3640","Travel & Places","🚟","E1.0 suspension railway","U+1F69F","Type 1F69F, then Alt+X","&#x1F69F;","⌃⌘Space → type name and select"
"3641","Travel & Places","🚠","E1.0 mountain cableway","U+1F6A0","Type 1F6A0, then Alt+X","&#x1F6A0;","⌃⌘Space → type name and select"
"3642","Travel & Places","🚡","E1.0 aerial tramway","U+1F6A1","Type 1F6A1, then Alt+X","&#x1F6A1;","⌃⌘Space → type name and select"
"3643","Travel & Places","🛰️","E0.7 satellite","U+1F6F0 U+FE0F","Type 1F6F0FE0F, then Alt+X","&#x1F6F0; &#xFE0F;","⌃⌘Space → type name and select"
"3644","Travel & Places","🛰","E0.7 satellite","U+1F6F0","Type 1F6F0, then Alt+X","&#x1F6F0;","⌃⌘Space → type name and select"
"3645","Travel & Places","🚀","E0.6 rocket","U+1F680","Type 1F680, then Alt+X","&#x1F680;","⌃⌘Space → type name and select"
"3646","Travel & Places","🛸","E5.0 flying saucer","U+1F6F8","Type 1F6F8, then Alt+X","&#x1F6F8;","⌃⌘Space → type name and select"
"3647","Travel & Places","🛎️","E0.7 bellhop bell","U+1F6CE U+FE0F","Type 1F6CEFE0F, then Alt+X","&#x1F6CE; &#xFE0F;","⌃⌘Space → type name and select"
"3648","Travel & Places","🛎","E0.7 bellhop bell","U+1F6CE","Type 1F6CE, then Alt+X","&#x1F6CE;","⌃⌘Space → type name and select"
"3649","Travel & Places","🧳","E11.0 luggage","U+1F9F3","Type 1F9F3, then Alt+X","&#x1F9F3;","⌃⌘Space → type name and select"
"3650","Travel & Places","⌛","E0.6 hourglass done","U+231B","Type 231B, then Alt+X","&#x231B;","⌃⌘Space → type name and select"
"3651","Travel & Places","⏳","E0.6 hourglass not done","U+23F3","Type 23F3, then Alt+X","&#x23F3;","⌃⌘Space → type name and select"
"3652","Travel & Places","⌚","E0.6 watch","U+231A","Type 231A, then Alt+X","&#x231A;","⌃⌘Space → type name and select"
"3653","Travel & Places","⏰","E0.6 alarm clock","U+23F0","Type 23F0, then Alt+X","&#x23F0;","⌃⌘Space → type name and select"
"3654","Travel & Places","⏱️","E1.0 stopwatch","U+23F1 U+FE0F","Type 23F1FE0F, then Alt+X","&#x23F1; &#xFE0F;","⌃⌘Space → type name and select"
"3655","Travel & Places","⏱","E1.0 stopwatch","U+23F1","Type 23F1, then Alt+X","&#x23F1;","⌃⌘Space → type name and select"
"3656","Travel & Places","⏲️","E1.0 timer clock","U+23F2 U+FE0F","Type 23F2FE0F, then Alt+X","&#x23F2; &#xFE0F;","⌃⌘Space → type name and select"
"3657","Travel & Places","⏲","E1.0 timer clock","U+23F2","Type 23F2, then Alt+X","&#x23F2;","⌃⌘Space → type name and select"
"3658","Travel & Places","🕰️","E0.7 mantelpiece clock","U+1F570 U+FE0F","Type 1F570FE0F, then Alt+X","&#x1F570; &#xFE0F;","⌃⌘Space → type name and select"
"3659","Travel & Places","🕰","E0.7 mantelpiece clock","U+1F570","Type 1F570, then Alt+X","&#x1F570;","⌃⌘Space → type name and select"
"3660","Travel & Places","🕛","E0.6 twelve o’clock","U+1F55B","Type 1F55B, then Alt+X","&#x1F55B;","⌃⌘Space → type name and select"
"3661","Travel & Places","🕧","E0.7 twelve-thirty","U+1F567","Type 1F567, then Alt+X","&#x1F567;","⌃⌘Space → type name and select"
"3662","Travel & Places","🕐","E0.6 one o’clock","U+1F550","Type 1F550, then Alt+X","&#x1F550;","⌃⌘Space → type name and select"
"3663","Travel & Places","🕜","E0.7 one-thirty","U+1F55C","Type 1F55C, then Alt+X","&#x1F55C;","⌃⌘Space → type name and select"
"3664","Travel & Places","🕑","E0.6 two o’clock","U+1F551","Type 1F551, then Alt+X","&#x1F551;","⌃⌘Space → type name and select"
"3665","Travel & Places","🕝","E0.7 two-thirty","U+1F55D","Type 1F55D, then Alt+X","&#x1F55D;","⌃⌘Space → type name and select"
"3666","Travel & Places","🕒","E0.6 three o’clock","U+1F552","Type 1F552, then Alt+X","&#x1F552;","⌃⌘Space → type name and select"
"3667","Travel & Places","🕞","E0.7 three-thirty","U+1F55E","Type 1F55E, then Alt+X","&#x1F55E;","⌃⌘Space → type name and select"
"3668","Travel & Places","🕓","E0.6 four o’clock","U+1F553","Type 1F553, then Alt+X","&#x1F553;","⌃⌘Space → type name and select"
"3669","Travel & Places","🕟","E0.7 four-thirty","U+1F55F","Type 1F55F, then Alt+X","&#x1F55F;","⌃⌘Space → type name and select"
"3670","Travel & Places","🕔","E0.6 five o’clock","U+1F554","Type 1F554, then Alt+X","&#x1F554;","⌃⌘Space → type name and select"
"3671","Travel & Places","🕠","E0.7 five-thirty","U+1F560","Type 1F560, then Alt+X","&#x1F560;","⌃⌘Space → type name and select"
"3672","Travel & Places","🕕","E0.6 six o’clock","U+1F555","Type 1F555, then Alt+X","&#x1F555;","⌃⌘Space → type name and select"
"3673","Travel & Places","🕡","E0.7 six-thirty","U+1F561","Type 1F561, then Alt+X","&#x1F561;","⌃⌘Space → type name and select"
"3674","Travel & Places","🕖","E0.6 seven o’clock","U+1F556","Type 1F556, then Alt+X","&#x1F556;","⌃⌘Space → type name and select"
"3675","Travel & Places","🕢","E0.7 seven-thirty","U+1F562","Type 1F562, then Alt+X","&#x1F562;","⌃⌘Space → type name and select"
"3676","Travel & Places","🕗","E0.6 eight o’clock","U+1F557","Type 1F557, then Alt+X","&#x1F557;","⌃⌘Space → type name and select"
"3677","Travel & Places","🕣","E0.7 eight-thirty","U+1F563","Type 1F563, then Alt+X","&#x1F563;","⌃⌘Space → type name and select"
